unique_id,Unnamed: 0,AutoARIMA,AutoTheta,AutoETS,CES,MSTL,SeasonalNaive,WindowAverage,SeasWA,Naive,prophet,best_model
314_CPU,8597662910.47338,1132772853.8890445,1083806855.8429642,1182408260.229193,1054673433.626036,1103926348.9807403,1082758512.0756114,1072953748.0082301,1082758512.0756114,1282187806.567177,1115173777.9156299,CES
315_CPU,807816609993.1993,100852893000.03226,164110929249.15344,162762036555.32162,62670090555.93466,157228551488.443,138845231563.6502,138039918079.26254,138845231563.6502,161971622013.6287,211690956141.0449,CES
316_CPU,572460007627.709,23208682447.690758,23191926130.488117,23191816089.18796,276381748389.6794,22556230115.413876,22742950193.440777,23455942291.206516,22742950193.440777,23510304126.18892,32528140423.23007,MSTL
317_CPU,1386958812103.5984,444112650067.88055,447590248965.9083,449571248339.4215,373135585666.93085,393942396091.3113,439461979287.2154,444418192034.3452,439461979287.2154,449571723047.43097,400955668352.101,CES
318_CPU,6826706269.060785,262587155.384342,269653344.83224916,266066590.20023298,1044576854.3524842,290809366.4217092,277862805.5339106,374056297.286282,277862805.5339106,384196031.5419812,433550897.6005806,AutoARIMA
319_CPU,617450611129.4877,60339759655.948296,73757531829.56973,62564677997.18986,552449133948.3721,98071372146.66487,89424899448.22105,62522793744.470345,89424899448.22105,58911159272.93337,98811034238.39647,Naive
31_CPU,13434165101.450731,4188156993.504803,4010829650.0865183,4166601347.504188,4783032335.677404,4335797280.568407,5615402073.390268,4165891811.528667,5615402073.390268,6316720620.285413,7818136284.754517,AutoTheta
320_CPU,149767345210.0889,52061152810.25963,56217818456.47039,49223928291.49323,59718734501.21743,58246920397.56224,60795388612.10151,48166220258.392166,60795388612.10151,127194298753.2315,73999103187.27124,WindowAverage
321_CPU,1378649712.5272877,188508655.49360463,154051361.42160782,153685299.80446061,226535969.5214054,150416642.97598824,155599970.82450816,182908994.41115487,155599970.82450816,193794186.7085393,169791528.56953767,MSTL
322_CPU,20238237131.14961,5680547036.350066,5906100813.014483,5651238770.018695,7592698280.100905,5796987700.310664,6122805897.518375,5682639626.975159,6122805897.518375,5682338353.98327,6590410524.079152,AutoETS
323_CPU,4060228276557.1084,1311874322782.4292,1455073571805.6936,1316153783727.124,1755592226375.0989,1335067344814.3767,1326984022419.7483,1858030872136.851,1326984022419.7483,2531164479275.068,1237955379051.5823,prophet
324_CPU,233910013556.84427,11854501725.545843,11428735753.907358,11810573086.043375,52325276237.46373,11626198353.552622,11967675205.93512,11858764805.846199,11967675205.93512,15708597825.021137,11145616905.770063,prophet
325_CPU,10276513115.857792,700660996.9113572,669473707.7364683,708076782.3987404,1840925821.1170998,671731398.4894603,690412659.3615761,700182986.6480144,690412659.3615761,744891702.2017771,742968672.7792755,AutoTheta
326_CPU,49930815938.71423,5089689882.854294,5320901535.328815,5112501456.6753435,17655933064.094128,5096974514.911827,5173524163.089503,5087770744.402688,5173524163.089503,5155293486.726458,19007500103.964745,WindowAverage
327_CPU,58797409463.92653,57990745024.569405,13469733781.255087,11437887677.172844,9550997747.177643,12421809135.458176,11101938547.99588,11025349994.874643,11101938547.99588,11556621143.526405,11321603268.817562,CES
328_CPU,71547113115.1333,67055696903.45853,40299274718.652794,117772867347.94232,90713768298.54413,51863050871.11883,101231158666.0009,44942290456.06786,101231158666.0009,158384720932.92334,54022549166.71145,AutoTheta
329_CPU,38315008127.53639,31923555194.971416,4926292553.743954,4926262504.222577,27754567331.667263,4205011004.649686,4475094033.643891,4104715655.6676464,4475094033.643891,4272671597.277526,3856225156.3874636,prophet
32_CPU,165653320404.20837,34405464048.551346,61900022445.97852,34591224727.413734,103313265733.39037,34011479864.53355,36412778179.39359,34649347403.815384,36412778179.39359,34639246246.945595,196002863716.17477,MSTL
330_CPU,41762677508.50198,2868888265.381839,3486335398.7195168,2900622989.148011,8593426827.406042,2819382804.978549,3160571646.668144,3036444626.4709253,3160571646.668144,2719292109.376863,4273902120.0995665,Naive
331_CPU,32710830962.03485,6610178079.953365,2511581091.77842,2462883421.9768686,5325216237.476528,2536073061.8302174,2888631212.2888317,2640688155.622029,2888631212.2888317,2430848532.1045732,3462857068.4971943,Naive
332_CPU,443665730835.9132,113641903633.60677,131228482321.38744,107433316943.61717,112532205034.0919,128620382526.06113,129895952185.04375,154488106112.8628,129895952185.04375,258112485864.2658,82451141905.45183,prophet
333_CPU,1639980705518.3247,115230696059.1189,124100188211.63689,106615851897.31245,610037667948.9507,118210106674.19287,125280490760.3446,124427244880.97704,125280490760.3446,106438794353.69878,338360706435.35815,Naive
334_CPU,6444900916.5344925,5947748074.901274,865923607.9052055,874713495.7916275,2329894194.5737247,843506832.6089897,1046927090.4641783,792199362.4190413,1046927090.4641783,790978099.2597308,871719842.2266649,Naive
335_CPU,19311781152.866154,17833436154.878464,832423542.3335471,838514123.492674,3805069725.8979454,853852562.1547847,885651096.4051514,841015020.4216135,885651096.4051514,838163092.8319398,1142232900.7632244,AutoTheta
336_CPU,14751662076.084494,14110438278.36786,1322224084.0472453,1357590445.7570033,5277784283.022073,1345513479.742342,1518846093.6013618,1309061879.4436338,1518846093.6013618,1448236505.341329,1313385917.833321,WindowAverage
337_CPU,18550581751.222458,941740036.3605247,1146238943.1866143,876940660.0414139,13806842391.749388,948942373.4724869,927420663.6133032,891338785.7523993,927420663.6133032,907125097.5310627,1329090151.3293824,AutoETS
338_CPU,85378586227.21844,3504208667.9955983,3250930423.9215994,3266359011.3160973,3388468325.104298,3384618209.8169394,3434963593.5638256,49837436708.09254,3434963593.5638256,61493805545.676544,7827211720.590534,AutoTheta
339_CPU,832930467.7457162,185601802.637652,74004296.7190988,72620441.69072302,581207044.1730267,97983196.59456252,90809113.06539553,76996849.69636023,90809113.06539553,98300869.550619,86625179.6115937,AutoETS
33_CPU,295967885707.99725,655231682747.8939,1198361613681.794,804888947557.5067,154776694677.2316,700344305093.7952,1376429030113.5007,1323742615152.9602,1376429030113.5007,574483990156.1887,5670754124194.785,CES
340_CPU,366826590.97839725,30079625.85112007,23771938.0810516,20015759.79555393,65657468.50105516,19507027.76327847,23407149.157256626,30087542.2845221,23407149.157256626,33343672.66457181,29960170.429578315,MSTL
341_CPU,717750860.950858,53082471.53844355,30651057.77930222,33520698.0521047,228923391.12015322,31778038.295856375,34167490.447543666,50642180.941077285,34167490.447543666,51881225.208793335,47356570.31134837,AutoTheta
342_CPU,104030535.78458469,26356620.592701893,30341058.747400235,26353847.592816297,47605031.77443068,28924161.45343656,41555919.0877588,29900679.47703803,41555919.0877588,28836237.59360442,26489320.801467724,AutoETS
343_CPU,65310793.76489287,34571701.65709451,32589234.11732805,32908274.9436426,75939304.80892408,47354668.26325462,72515693.41141416,33068816.2937085,72515693.41141416,32911631.220446955,69585549.88243754,AutoTheta
344_CPU,227812022.35779366,12428945.67605953,12505075.254981577,12453350.762709675,47309288.67586292,12291300.02973792,13819825.088560745,12631669.984226426,13819825.088560745,15064088.06295554,14539007.257945197,MSTL
345_CPU,185645331.417526,8885745.510952663,9694663.575239792,8885800.337945065,20470600.73253079,8521626.627318293,9497773.176726993,8321228.415661463,9497773.176726993,9192631.894953012,10013068.70084339,WindowAverage
346_CPU,98048811.88404936,6056071.073242401,6142171.969985872,6053615.264527791,24007208.575719368,7216261.22165208,6825107.211743485,5450202.684763596,6825107.211743485,7209538.099071497,6804858.866337895,WindowAverage
347_CPU,348935922.14645535,15628187.152552268,14601739.795463892,15642471.893950425,79123594.3546794,14843560.117785955,17992518.586205583,16012938.194057262,17992518.586205583,15564971.64337986,21082225.545262873,AutoTheta
348_CPU,180721826.7257994,45760320.88098966,8207612.76831881,8147650.248185913,42882890.917513736,8195812.070557462,10511947.87067544,8376887.378372286,10511947.87067544,7921034.813265924,11792068.320247056,Naive
349_CPU,146810631.18679503,6899458.910088147,6914820.867967161,6899855.48498789,37235732.532320835,6996155.586442903,8042517.479334355,6904539.479379674,8042517.479334355,7293918.695827931,10269976.062660564,AutoARIMA
34_CPU,3604365782969.323,2936707082853.75,3080124659585.697,2958966416675.9263,3561585040959.292,2858978085164.8345,2913698374920.737,2888791066644.878,2913698374920.737,3213006696219.723,2916766345458.7676,MSTL
350_CPU,225701567.2323114,10292308.065967692,9963621.301891169,10277681.710242523,60756139.70827385,10309974.630572092,13093581.940517975,11363802.013616124,13093581.940517975,10578436.744183749,19977841.510023974,AutoTheta
351_CPU,51793469.52105817,55204589.57442601,3444857.576776667,3547497.635806608,18519172.703679774,3550121.8183970028,5112037.7579468945,3384977.4935025037,5112037.7579468945,3373963.836378918,4063391.3006048244,Naive
352_CPU,313537101.1202892,82089198.5011349,12704958.903420888,12674614.092073368,68642795.7500999,13638317.51394658,15742568.151538057,13581908.705426963,15742568.151538057,12878069.867285397,18520521.45494573,AutoETS
353_CPU,426522022.42151475,17976851.79411357,18952860.499421537,17885072.66869849,84542258.14957574,18182057.80093884,19625276.596165985,17003908.59107409,19625276.596165985,20003595.296227075,33939659.43610665,WindowAverage
354_CPU,182597406.54107985,179575972.2906556,8255686.545598878,8259600.561395483,82864961.08361052,8098474.917656623,10280154.655121066,8348593.516555443,10280154.655121066,10361622.281227605,10292630.979867034,MSTL
355_CPU,429468109.08591855,17480951.523880914,17441604.956085674,17489964.670516428,106170237.1062909,17387593.68707857,20134166.85480515,18326949.287403516,20134166.85480515,17849036.90589019,35256722.67986366,MSTL
356_CPU,140591789.69688275,7944365.495979568,8179797.565608577,7906004.017578666,18621498.347063445,8076734.546714204,7736202.876905292,6979650.621910216,7736202.876905292,11010953.72491496,9214216.752547113,WindowAverage
357_CPU,898924562.7750307,213054367.5106767,35449176.00659039,36744011.57337751,332324273.1881384,36170501.33485828,38141078.042147495,34906425.287881754,38141078.042147495,42546876.74662531,44703776.89748759,WindowAverage
358_CPU,893556119.8089389,33967755.284295276,35222963.433662035,33948380.11328974,253910895.807887,35066978.71813871,37911528.60342905,34432088.540959336,37911528.60342905,34335373.58065703,116552229.89667933,AutoETS
359_CPU,13745888.736520953,1413499.42915625,1405457.8921260994,1410813.4769754135,4840003.647150636,1482835.1081628273,2244429.68790515,1418424.698428222,2244429.68790515,1639336.7708158495,1739645.695321546,AutoTheta
35_CPU,1603343493620.9685,673758342066.6395,675022437167.1155,680646616502.1738,1296645856032.926,684244012982.0044,665528004855.7152,692648445581.089,665528004855.7152,680755325607.3419,711884195948.2693,SeasonalNaive
360_CPU,126155006.12242131,128095378.72841947,6386804.570242581,6386754.402035404,35570136.846641034,7588109.790207064,7762099.637549474,6387518.84399994,7762099.637549474,6295795.959845906,7304357.15366454,Naive
361_CPU,382689805.0016242,15018250.83835,15239846.116958007,14884818.753945377,168383614.50571075,14681255.449346842,17039800.011896327,15584565.654561874,17039800.011896327,14659167.886365704,17618454.37508796,Naive
362_CPU,97425831.7677197,98291526.14687873,5360294.132516807,5379324.342783881,27305802.382688764,5305535.176576219,5828917.439529677,5143385.105587427,5828917.439529677,5441921.451598582,6331788.433049795,WindowAverage
363_CPU,74673507.18264095,74704345.98568934,3948192.3235892444,4004300.8804801553,16853146.274586778,4140135.3348209257,4987687.052873998,4205325.728735547,4987687.052873998,4752823.204102209,5521258.882761759,AutoTheta
364_CPU,105148520.31497957,5475612.7935458515,5367122.017720252,5309003.26126599,22692120.158718567,5483517.815836679,6875193.000880135,5457542.89978277,6875193.000880135,9748092.206428863,6750836.270617236,AutoETS
365_CPU,84160865.304885,84701058.7898441,4888370.28916427,4410621.7102657445,21236942.416396502,4598049.408579175,5280924.30539737,4613100.97542437,5280924.30539737,5737011.717120069,5723425.577866411,AutoETS
366_CPU,172149407.96675006,46062703.88689989,7877705.5491743535,8018356.868933805,51895689.204982385,8215301.0752300415,9304151.465285392,8004286.950359945,9304151.465285392,8342094.274320011,9977643.466520688,AutoTheta
367_CPU,770390575.1795852,2053564193.9951844,3161440202.249091,3089754837.303664,119937414.01437989,1898507650.4948924,532975612.4769806,94993111.53372933,532975612.4769806,7800800379.592404,127020688.61492112,WindowAverage
368_CPU,560298464.7432135,1973144328.1099498,1170484013.9259372,1151691658.3214583,123745968.90591872,793121694.1461941,495848286.9065979,116204608.9263462,495848286.9065979,8649823339.499777,121394290.97835968,WindowAverage
369_CPU,312886729.90272415,12605581.030337749,12458797.89280922,12605724.751342962,101162741.67287974,12505599.458156785,13355012.89255529,12648632.509939063,13355012.89255529,12445032.117202928,17941403.770890575,Naive
36_CPU,425893186500.64056,400792984763.96497,152571905655.44028,167471780104.22195,152725316222.65085,135124598768.70901,217699200142.27112,172143764471.78122,217699200142.27112,161161956118.3528,102043132888.46156,prophet
370_CPU,517279753.30991054,26525564.616009027,26602662.591085434,26306384.434626218,52694960311.064606,21718994.29384022,20816741.563326277,20481065.695771195,20816741.563326277,26640805.890070453,174209682.91244704,WindowAverage
371_CPU,278746382.3265244,16175063.504377598,19609352.59144387,16411762.640640179,13419435.822024027,15549232.48899233,16923247.884967066,16616178.429764831,16923247.884967066,14662188.402189752,18395841.347823985,CES
372_CPU,466386698.8647658,17805044.5532789,20105392.706288308,17784943.111767232,408891122.4308705,17830356.26674202,18526023.905621104,18340167.99740142,18526023.905621104,17592133.900091376,20110535.499140073,Naive
373_CPU,15722745190.995735,2020942125.5077293,1920432440.0021126,1965815035.3294306,10328728697.844051,1915240826.571524,2087340960.9616063,2069697475.31021,2087340960.9616063,2763836483.3332,2690956362.591746,MSTL
374_CPU,8050426653.637107,1242704001.5107582,905843079.2757577,933108204.4199854,3537161401.0851235,981888567.2526336,885680620.2295039,963007924.9626838,885680620.2295039,1267015973.5440638,2313929791.7537045,SeasonalNaive
375_CPU,118333718913.7178,5399142020.053833,4388936716.676531,4883537223.316547,30573269901.061787,4338431128.49022,4188646615.54546,4758815633.045962,4188646615.54546,4951032071.97052,5474025580.3845215,SeasonalNaive
376_CPU,1069511232.6554089,45352431.52909381,46743126.56684721,44658796.12299176,206201595.4839044,46578704.578415744,45321916.70091124,88673149.67565548,45321916.70091124,92025643.38309754,89997386.9475394,AutoETS
377_CPU,3526451312.933722,1617727284.7639818,1745706331.1385398,1658546885.3285015,3231908219.8247237,1786611863.4907067,2381834186.9205894,1584714410.3983743,2381834186.9205894,1588286110.3673027,1703617514.8023138,WindowAverage
378_CPU,8220436135.4050045,2550670253.30244,2013512348.6592069,1720140423.3868685,1734214807.3041546,1724608853.832508,2079605748.089792,2533130224.0389605,2079605748.089792,2607290565.441722,2403887175.1087785,AutoETS
379_CPU,15472078854.838396,1016784303.4142123,770028783.3975228,1033980585.8174834,3137602506.3849745,742277937.6633315,811746733.4959077,777549913.6887826,811746733.4959077,1010371139.985117,975369530.1439915,MSTL
37_CPU,6511292446.666807,3536053479.374146,3349558322.6518793,3578303205.736953,4693252467.643352,3576624974.6778054,4170991488.2282686,3601146867.749382,4170991488.2282686,3114632285.7965655,3609478146.3005404,Naive
380_CPU,10651272928026.154,1388806627146.7654,1040892694894.6243,1283847577027.6128,8856126524302.617,976750930829.9108,1037539773076.33,933962553294.3741,1037539773076.33,1357553956701.8362,7764020313811.237,WindowAverage
381_CPU,28103968093.580063,26281147474.490192,1210472048.5746822,1117334617.6772492,6750085629.858527,1115533769.604203,1226406819.023107,1200341849.3825917,1226406819.023107,1381320908.1687648,1609266951.1129696,MSTL
382_CPU,1183467947.0120697,46743968.564205326,45170187.28997065,48340020.32010035,153737688.29577348,46680032.48944285,49978938.61262162,68707336.62226734,49978938.61262162,75958000.43620363,81299114.52734938,AutoTheta
383_CPU,2171977379679.398,376473080011.18787,210973105856.30844,406638021778.60815,1781192320027.5032,216296734523.3772,260161275930.46057,289623266099.8553,260161275930.46057,406639019192.6119,213681010485.19107,AutoTheta
384_CPU,10547694967603.21,9572629011606.762,1311101268994.0256,1359756670419.567,1225842941201.1711,1318075661366.6301,1526472902791.5295,1926978105133.1707,1526472902791.5295,2053650919614.2612,1544625269294.6804,CES
385_CPU,1105832259121.9395,206722649446.8444,194991267134.9139,213263680711.49075,205008666570.16037,181897346287.9966,284503072068.68994,233803000823.4794,284503072068.68994,618865718243.9929,238412534304.08298,MSTL
386_CPU,185085196067325.62,7118034218117.35,6947570752805.938,6947494174017.034,42001330024983.67,6743243075001.771,7347903007378.714,7235797743667.089,7347903007378.714,6932629778129.664,12589364992914.77,MSTL
387_CPU,226939035148.00418,16308591299.712347,15481407699.655163,15569264993.818686,112952324817.40381,15387735790.682695,18668327795.28775,15419408949.687845,18668327795.28775,15912004773.401886,19477521068.076225,MSTL
388_CPU,1690204259.590445,1534058712.0148027,76197232.65721951,75240350.91297878,432559263.2911317,83451589.29338649,87342074.1002725,108930431.63786548,87342074.1002725,132811901.84625767,109983592.949021,AutoETS
389_CPU,4735420032.359703,1059593419.3889488,1118425050.868798,1131813868.3657298,1238919269.557912,1152512132.6883743,1610435231.5452754,1089055490.5774941,1610435231.5452754,1386376051.5306008,1101353467.708534,AutoARIMA
38_CPU,282146687.4287106,162177596.56521687,183483583.87525633,162174748.50830674,182968048.21774834,166391528.47813258,188542894.6407509,162576891.4428665,188542894.6407509,242000059.06883746,182143810.85459328,AutoETS
390_CPU,8877719793.126965,1976364998.9005802,1996588080.8162816,1692816147.8504312,1486653706.9219766,1476144626.9819827,1836861032.9574683,1961415671.4249265,1836861032.9574683,2127478693.7472339,1994279643.0525103,MSTL
391_CPU,463492035.0981854,17964235.57257581,17883544.47649273,17975887.170157995,96771294.79263486,19534312.661562666,18526585.810638182,17795210.75121398,18526585.810638182,18243419.888928,25044943.715447966,WindowAverage
392_CPU,34763375779315.85,3094485079903.978,2777497810257.879,3113821643655.912,12573349098402.393,2670712991995.1523,2021338497209.626,1915060630783.1675,2021338497209.626,3888345798792.394,2457512934488.0327,WindowAverage
393_CPU,756101164098.6875,36866825773.64217,31635312039.377167,32031650020.648506,236662917759.0669,34661457775.189224,36349684970.60241,36690886913.45165,36349684970.60241,40541808860.57127,42440281037.87437,AutoTheta
394_CPU,52125074498.408585,23417771649.947704,22167929523.34399,21128248516.436832,14420287801.286852,19994517862.903336,27347337320.613735,26738441835.503613,27347337320.613735,22035710937.562664,21919247334.592022,CES
395_CPU,4054471892.093056,564219338.4154606,286581512.62995994,573156196.9185896,3069127543.637205,335264477.91473466,682577382.0850557,451546170.4957192,682577382.0850557,573072467.3765982,299293541.472289,AutoTheta
396_CPU,4005794982.052814,416667368.29005605,263701001.9608688,400717853.92467767,3596393467.6472154,296074403.81890815,497546539.5896895,365907085.8986413,497546539.5896895,375002623.16565204,340278000.26160884,AutoTheta
397_CPU,4223864669.524093,334847087.7361751,262512936.08321264,338854967.99119174,2024837396.1967301,263617712.28824928,536163845.43045545,336882552.664397,536163845.43045545,417738728.1902515,421074928.8515561,AutoTheta
398_CPU,3542823741.3638363,590575461.2895048,303194833.71376795,533049231.2914701,1.5068884553531822e+18,351766586.3434407,728652236.4017389,342276654.2756028,728652236.4017389,512996821.8297742,417840259.1854978,AutoTheta
399_CPU,187160031963.19455,44275057026.8641,53309282297.38821,46896749407.3808,43652556284.37133,59145857285.27897,47398356400.33942,117081045195.41428,47398356400.33942,307816504022.7306,65138028239.58587,CES
39_CPU,913376559.445463,108308453.83439746,107593920.71774055,106152882.32087994,355116162.5748127,120608505.76776932,200090749.63345334,117579583.92994873,200090749.63345334,309016260.905921,69164740.5463337,prophet
3_CPU,5520109395.695813,230117020.5208138,228987069.44676554,234195085.30088404,1192235363.4339387,221855561.2230789,236603320.17897603,218340899.57145324,236603320.17897603,279140868.7900286,307238785.6988023,WindowAverage
400_CPU,239865206576.45444,55466624097.70878,64288010957.027405,57776363361.217865,73176093741.31847,73756804250.17717,55177325776.68724,155076219461.524,55177325776.68724,220693486818.67667,146623152309.36868,SeasonalNaive
401_CPU,3325012016.7782345,815114992.7472763,1220643173.6806872,644843999.2746019,606734021.5049139,1182624178.718714,2308682271.03103,2504729154.0231028,2308682271.03103,2611272465.576171,1697186547.108086,CES
402_CPU,5571489483.073985,2187354592.8145266,2215638666.984281,2170143955.7998166,2138815698.614194,2174276510.6691556,3361182867.0699525,4267863550.1166787,3361182867.0699525,4784096643.530067,3308751321.074888,CES
403_CPU,3502719012.8650155,1724011260.8111608,1162138660.981524,1025115242.1985236,1049324422.9865419,1188804990.2109084,2157714124.067981,2680017645.0903606,2157714124.067981,2789604165.6336765,1886136612.692885,AutoETS
404_CPU,499524413.49866384,61158757.523738265,463807822.11600804,60832085.82110595,86376908.80740727,59751713.664365344,89017395.28905864,53830224.879113026,89017395.28905864,69023341.62700333,215613360.31832817,WindowAverage
405_CPU,18614047.8802309,21097035.236804094,8658611.760285467,9507425.07691834,6.066579047180717e+18,9443629.775827078,16801856.485960383,8368581.683137456,16801856.485960383,12101861.5938635,11791741.401423316,WindowAverage
406_CPU,8752547409.339624,536109935.5682863,548918786.5487181,546001034.439207,850517816.8550528,539509051.4341627,588369839.4514495,1227876209.177415,588369839.4514495,1404465969.0374718,1055725077.3826262,AutoARIMA
407_CPU,294509109343.44366,42199116408.85669,40142980117.6724,37645292910.97564,29248360508.74318,34114159454.626392,26194275963.09835,24401482150.929253,26194275963.09835,66896639384.53389,31678098797.9692,WindowAverage
408_CPU,143149941214.5461,20877365770.708138,19930647896.81919,20847782241.053493,27428686676.97173,23030589320.632484,21688645922.856083,47289248969.183586,21688645922.856083,87978159238.75055,39124278107.448296,AutoTheta
409_CPU,42757494428.3401,10824396369.217327,15793782184.26334,9957642985.678556,13654927711.298794,10298555843.178453,11092675649.458195,17342462205.336067,11092675649.458195,17475011847.486675,13340981600.587717,AutoETS
40_CPU,10311361757.5726,929260368.0082456,572972704.0312971,582198253.2534801,1890736509.9960306,686088488.9352936,721054069.3626899,899657113.4756774,721054069.3626899,5878603931.783902,994081087.4927032,AutoTheta
410_CPU,110185731373.7642,4213218282.2085423,4358023623.756857,4314886575.585771,30531134309.342968,4511342730.442415,4442563765.368037,6519981537.884617,4442563765.368037,25474076603.710884,13905147785.163876,AutoARIMA
411_CPU,277110776064.34454,34484209078.241936,27043817561.323147,27353283969.00547,28799870203.298035,28298104488.00753,27469367920.608593,34827994863.72,27469367920.608593,69833544998.69775,30645976333.41122,AutoTheta
412_CPU,775294147015.5676,29963826937.83369,29979045636.401043,30403087604.799835,136818739909.31085,30588298473.526535,32121418531.784176,30111154797.51026,32121418531.784176,30158411341.830673,76839595463.13197,AutoARIMA
413_CPU,2827412200161.4595,262903024032.0425,261099278472.66708,282659149250.9847,1031834137325.3593,240661728519.94135,331535366025.2337,310989059160.6295,331535366025.2337,268512172567.6568,472939391126.2974,MSTL
414_CPU,6203514077.238708,954493292.4014958,835618337.9924271,852958455.0788007,1003167444.5117214,1156088644.0156102,1463742072.5588655,1623558937.8269815,1463742072.5588655,9565957695.907772,1343077563.1456525,AutoTheta
415_CPU,540848256283.4201,23589094482.449604,23926672271.351673,23272705799.379257,24958391541.16887,22767569155.313484,25499359416.682926,95787567452.70949,25499359416.682926,98119334603.82913,50223925944.80838,MSTL
416_CPU,482230246087.15875,44294574347.47317,17622025770.711067,17622609387.711735,101736600549.15533,17641649203.662457,18979265854.627457,17823686066.32863,18979265854.627457,17689480290.400806,19080874122.05,AutoTheta
417_CPU,1707485979744.919,175435105052.15765,273161327979.41943,197848515099.5525,171271077192.52603,279654956016.8712,385078327197.6143,174721261261.58847,385078327197.6143,325397433220.767,149436996216.1263,prophet
418_CPU,11679952937.017174,1301164435.9018176,719503062.9518965,784100181.8961023,4048942625.3408647,858694473.0820184,2496657874.344503,1235178641.0800169,2496657874.344503,1074839652.1987023,1896422640.8456397,AutoTheta
419_CPU,79359355331.99637,15963318359.96795,15707979174.044212,16080282104.736542,13956152798.266901,16145565248.7047,15225337631.89742,14591679982.862602,15225337631.89742,15635386805.417671,15766051435.146715,CES
41_CPU,5063506210030.288,9582816940686.674,6298339475196.15,5643525263384.357,5000198643393.177,7522871528894.487,16997909886237.598,16415998700618.674,16997909886237.598,4054157136298.0293,17744941916907.1,Naive
420_CPU,1508161519895.671,576407697907.0543,671974754215.1477,570171484588.7906,1259677004636.181,473641613564.45245,279750715464.8231,300705225476.2792,279750715464.8231,559703282629.6769,901606497503.7456,SeasonalNaive
421_CPU,2196445803202.0645,322284165225.91046,204801361207.35797,219597893171.93982,1873340932633.217,212729684366.60608,904781278742.8749,684084031960.4869,904781278742.8749,219598512338.5679,1382662607062.4465,AutoTheta
422_CPU,10511068903.985754,1021386425.2460934,1195197683.9529247,1221109401.4506738,7014082766.250107,1131829133.2424772,1767897660.273014,1579998398.443092,1767897660.273014,885607461.5943189,1154650589.7085516,Naive
423_CPU,2928446613.772741,358213937.48445827,517990571.1827112,353675980.8091144,897620669.581855,363041186.72985005,443255566.0028873,434939750.087073,443255566.0028873,342241723.9185668,313064801.985169,prophet
424_CPU,4183146211.7789245,758836597.0238261,1287932744.2208674,758839601.1790954,2449721032.7085943,767429291.309153,779917131.3447354,773535173.777901,779917131.3447354,751597987.8736497,393043897.028918,prophet
425_CPU,281394013.87567955,11118978.969978452,11146323.881842177,11146266.701775234,82566275.5913141,11073150.107927045,11560498.564047052,10964360.900471121,11560498.564047052,11131881.06349758,13590649.143827176,WindowAverage
426_CPU,1107481371.4145925,423424625.69849193,268441198.00350857,424674488.18026817,212907168.96246472,439866286.4365201,449962128.87770927,442584747.9137671,449962128.87770927,437037951.6637366,647937178.5597439,CES
427_CPU,122064.2914924237,261252.97756290366,72779.89904380719,73047.19530981158,114302.69993326593,77802.76184385168,106462.97225099264,74943.70977119738,106462.97225099264,79942.84745130286,77133.37673239992,AutoTheta
428_CPU,4204668633.7669272,556201132.2672608,830649494.2677289,556206448.500298,2058744005.5394442,567757881.6048768,601810021.9855998,596115765.257889,601810021.9855998,544317571.4296433,467802528.93568164,prophet
429_CPU,4252382963.6330085,591598953.9407881,914328663.1813289,591395844.0212613,1874482997.654492,593519023.0942976,627547009.9081217,623216997.2451715,627547009.9081217,577171061.5381031,459896157.2948536,prophet
42_CPU,4990035710746.113,9382203922307.105,7135858511401.669,6543698046059.46,4918427240770.735,9636656264588.85,19736596688918.133,19206123045664.582,19736596688918.133,4549811579422.455,22417649570051.71,Naive
430_CPU,559848430.8014488,23784376.463620722,79950854.99858157,23884759.52175918,246113334.82269877,23893372.977768064,25149185.1128165,23338928.97385231,25149185.1128165,23959692.395106804,36432595.81190349,WindowAverage
431_CPU,1164816090.8251288,348465908.06875545,525464333.127205,347091557.76643044,892587499.6667434,363021279.67360115,408021417.1496926,394777115.34630746,408021417.1496926,312336714.7057616,317668127.0663976,Naive
432_CPU,3811190244.3194036,513356279.8514434,768139569.6438603,513300849.07739407,2134304857.126841,517801276.694282,542348850.9232913,538991297.5767013,542348850.9232913,506954487.7516345,418724984.39352536,prophet
433_CPU,3934756333.7023697,506246104.6121203,746259282.6764855,505159522.84080654,1722595395.6887953,509803858.099538,558265669.3733387,554645531.045167,558265669.3733387,493335496.7088864,429769639.1074803,prophet
434_CPU,3032391476.987504,418125674.9969018,490350125.1031469,418492289.3675007,1138477683.9111683,413494835.183125,445009766.80985206,440433898.7590907,445009766.80985206,415339064.34608454,330584734.09937435,prophet
435_CPU,2473807191.9565616,138422889.81817406,116123401.60367107,158692817.53901923,1037437450.6185948,154165842.05670413,160975261.16780302,149662733.245469,160975261.16780302,164226407.49913824,241091326.91313022,AutoTheta
436_CPU,5132634990.35026,185187865.7841737,190534791.82327092,189175583.41478306,1486204885.7771416,193008072.75736037,183802067.2834439,180942409.59513408,183802067.2834439,188636140.82568642,263226979.27510172,WindowAverage
437_CPU,4031399656.8804398,142142402.9625957,131309791.92944407,141196009.45557106,1625088379.1968024,141430164.6651431,145031332.59771773,143956656.88809317,145031332.59771773,141217283.66658863,201346758.77904662,AutoTheta
