timestamp,cpu_utilization
0,0.15849000000013624
60000,0.15128999999997905
120000,0.17261999999993716
180000,0.16586999999993715
240000,0.15957000000009433
300000,0.1620899999998219
360000,0.15678000000011527
420000,0.15219000000003147
480000,0.1471500000000524
540000,0.14571000000002096
600000,0.15029999999984286
660000,0.15201000000012577
720000,0.15614999999979048
780000,0.14715000000005243
840000,0.15209999999994764
900000,0.15435000000020957
960000,0.14138999999992669
1020000,0.1323899999999267
1080000,0.1359000000000524
1140000,0.12978000000011528
1200000,0.13454999999984285
1260000,0.1373400000000838
1320000,0.1405799999999581
1380000,0.14292000000004193
1440000,0.13392000000004192
1500000,0.14012999999980094
1560000,0.13410000000020952
1620000,0.13490999999991618
1680000,0.12888000000006286
1740000,0.1292399999998743
1800000,0.14228999999997904
1860000,0.12870000000015716
1920000,0.12986999999993712
1980000,0.13221000000002095
2040000,0.12996000000002098
2100000,0.12788999999992667
2160000,0.1312200000001467
2220000,0.13139999999979046
2280000,0.13221000000002095
2340000,0.13455000000010478
2400000,0.13617000000004192
2460000,0.1290599999999686
2520000,0.13652999999985332
2580000,0.13032000000009433
2640000,0.12959999999994765
2700000,0.1397699999999895
2760000,0.13976999999998954
2820000,0.13617000000004195
2880000,0.13626000000012575
2940000,0.13436999999993718
3000000,0.13769999999989524
3060000,0.14688000000006288
3120000,0.13824000000013623
3180000,0.1396799999999057
3240000,0.13661999999993715
3300000,0.13976999999998954
3360000,0.14615999999991616
3420000,0.14463000000006287
3480000,0.14705999999996858
3540000,0.1370700000000943
3600000,0.14111999999993716
3660000,0.1473299999999581
3720000,0.14337000000019906
3780000,0.13850999999986383
3840000,0.13778999999997907
3900000,0.15632999999995809
3960000,0.135
4020000,0.13671000000002098
4080000,0.14067000000004193
4140000,0.1393200000000943
4200000,0.14030999999996854
4260000,0.13680000000010475
4320000,0.13445999999975902
4380000,0.13383000000022005
4440000,0.13076999999998953
4500000,0.13985999999981144
4560000,0.12600000000000003
4620000,0.12357000000009431
4680000,0.12644999999989523
4740000,0.12906000000023052
4800000,0.13121999999988476
4860000,0.1359000000000524
4920000,0.13877999999985335
4980000,0.1333800000000629
5040000,0.13040999999991618
5100000,0.13419000000003145
5160000,0.1503000000001048
5220000,0.15515999999991617
5280000,0.15884999999994762
5340000,0.14283000000022003
5400000,0.1553399999998219
5460000,0.14922000000014668
5520000,0.14309999999994763
5580000,0.14282999999995813
5640000,0.1381500000000524
5700000,0.13563000000006287
5760000,0.13112999999980093
5820000,0.12861000000007336
5880000,0.15651000000012574
5940000,0.12635999999981143
6000000,0.1346400000001886
6060000,0.1386899999997695
6120000,0.16074000000013622
6180000,0.15867000000004192
6240000,0.15092999999990572
6300000,0.18099000000013624
6360000,0.15686999999993714
6420000,0.14453999999997907
6480000,0.13967999999990574
6540000,0.1309500000001572
6600000,0.12977999999985335
6660000,0.1311300000000629
6720000,0.1258200000000943
6780000,0.1314899999998743
6840000,0.13284000000008384
6900000,0.13661999999993715
6960000,0.14192999999990571
7020000,0.1458000000001048
7080000,0.13796999999988477
7140000,0.14031000000023053
7200000,0.1449899999998743
7260000,0.1424700000001467
7320000,0.13508999999982188
7380000,0.12825
7440000,0.12924000000013622
7500000,0.12959999999994765
7560000,0.12959999999994762
7620000,0.12447000000014673
7680000,0.13562999999980094
7740000,0.13626000000012575
7800000,0.1396799999999057
7860000,0.13536000000007337
7920000,0.1371599999999162
7980000,0.1325700000000943
8040000,0.12707999999995812
8100000,0.13851000000012575
8160000,0.13004999999984287
8220000,0.12645000000015716
8280000,0.12059999999994764
8340000,0.12240000000005241
8400000,0.12626999999998953
8460000,0.13166999999978
8520000,0.1330199999999895
8580000,0.12906000000023052
8640000,0.12950999999986382
8700000,0.13319999999989526
8760000,0.12591000000017813
8820000,0.12734999999994764
8880000,0.12951000000012572
8940000,0.13139999999979046
9000000,0.13607999999995812
9060000,0.12834000000008383
9120000,0.13194000000003145
9180000,0.12609000000008383
9240000,0.12321000000002097
9300000,0.12590999999991617
9360000,0.1315799999999581
9420000,0.13553999999997907
9480000,0.13932000000009429
9540000,0.13796999999988477
9600000,0.13634999999994765
9660000,0.14013000000006287
9720000,0.1413000000001048
9780000,0.13788000000006287
9840000,0.13454999999984285
9900000,0.1404900000001362
9960000,0.13589999999979047
10020000,0.1267200000001467
10080000,0.12690000000005242
10140000,0.12744000000003144
10200000,0.13787999999980097
10260000,0.13491000000017814
10320000,0.13194000000003148
10380000,0.12752999999985334
10440000,0.12978000000011528
10500000,0.12932999999995812
10560000,0.13446000000002098
10620000,0.13256999999983238
10680000,0.12915000000005242
10740000,0.13257000000009433
10800000,0.13832999999995813
10860000,0.13184999999994762
10920000,0.13167000000004192
10980000,0.12951000000012577
11040000,0.13301999999998956
11100000,0.1386899999997695
11160000,0.13509000000008387
11220000,0.1392300000000105
11280000,0.1330199999999895
11340000,0.12519000000004393
11400000,0.12748736842116956
11460000,0.13248000000001048
11520000,0.13166999999978
11580000,0.1366200000001991
11640000,0.13058999999982193
11700000,0.13491000000017814
11760000,0.12527999999985331
11820000,0.12375000000000003
11880000,0.12897000000014672
11940000,0.12743999999976952
12000000,0.13086000000007336
12060000,0.1305
12120000,0.13203000000011525
12180000,0.12005999999996858
12240000,0.11763000000006289
12300000,0.12608999999982193
12360000,0.12851999999998953
12420000,0.13580999999996857
12480000,0.12708000000022002
12540000,0.1202399999998743
12600000,0.12401999999998953
12660000,0.1203299999999581
12720000,0.11889000000018861
12780000,0.13184999999994762
12840000,0.12950999999986382
12900000,0.12915000000005242
12960000,0.1334700000001467
13020000,0.12986999999993715
13080000,0.1324800000000105
13140000,0.13706999999983238
13200000,0.14598000000001052
13260000,0.1539900000001362
13320000,0.14797172932323777
13380000,0.1434471428571643
13440000,0.13949999999999999
13500000,0.14696999999988478
13560000,0.13716000000017814
13620000,0.13490999999991618
13680000,0.12636000000007333
13740000,0.12546000000002097
13800000,0.13050000000000003
13860000,0.13103999999997906
13920000,0.13004999999984287
13980000,0.12428999999997907
14040000,0.12078000000011528
14100000,0.11844000000003145
14160000,0.12825
14220000,0.12302999999985333
14280000,0.13005000000010478
14340000,0.13167000000004192
14400000,0.15065999999991617
14460000,0.13293000000016764
14520000,0.13463999999992668
14580000,0.13032000000009433
14640000,0.13616999999977997
14700000,0.13032000000009433
14760000,0.1290599999999686
14820000,0.12726000000012574
14880000,0.13094999999989523
14940000,0.12734999999994764
15000000,0.12816000000017813
15060000,0.12752999999985334
15120000,0.12509999999994761
15180000,0.11943000000016764
15240000,0.11925000000000001
15300000,0.12419999999989524
15360000,0.12528000000011527
15420000,0.12437999999980094
15480000,0.12501000000012574
15540000,0.12609000000008383
15600000,0.12464999999979047
15660000,0.12330000000010478
15720000,0.12555000000010477
15780000,0.12392999999990573
15840000,0.12563999999992667
15900000,0.13068000000016766
15960000,0.13139999999979046
16020000,0.13518000000016764
16080000,0.13310999999981143
16140000,0.12870000000015716
16200000,0.13661999999993715
16260000,0.12600000000000003
16320000,0.1335599999999686
16380000,0.12375000000000003
16440000,0.12771000000002097
16500000,0.13436999999993715
16560000,0.1370700000000943
16620000,0.12825
16680000,0.12717000000004192
16740000,0.12536999999993714
16800000,0.12590999999991623
16860000,0.1246500000000524
16920000,0.126
16980000,0.12420000000015718
17040000,0.12626999999998953
17100000,0.1331099999998114
17160000,0.12996000000002098
17220000,0.1244700000001467
17280000,0.12869999999989523
17340000,0.13338000000006286
17400000,0.12294000000003145
17460000,0.12401999999998954
17520000,0.12563999999992667
17580000,0.12330000000010478
17640000,0.12473999999987428
17700000,0.13103999999997906
17760000,0.12861000000007336
17820000,0.12528000000011527
17880000,0.13319999999989524
17940000,0.13265999999991618
18000000,0.13203000000011528
18060000,0.13328999999997904
18120000,0.13644000000003143
18180000,0.1337399999998743
18240000,0.1378800000000629
18300000,0.13896000000002098
18360000,0.13644000000003145
18420000,0.13301999999998954
18480000,0.12878999999997906
18540000,0.12392999999990573
18600000,0.1302300000000105
18660000,0.12753000000011527
18720000,0.13067999999990573
18780000,0.13176000000012575
18840000,0.13085999999981143
18900000,0.13635000000020955
18960000,0.13211999999993718
19020000,0.12996000000002098
19080000,0.12473999999987428
19140000,0.12195000000015717
19200000,0.1268099999999686
19260000,0.13013999999992665
19320000,0.1266300000000629
19380000,0.12446999999988477
19440000,0.13014000000018858
19500000,0.12752999999985334
19560000,0.12636000000007339
19620000,0.13238999999992665
19680000,0.12905999999996856
19740000,0.1264500000001572
19800000,0.14156999999983236
19860000,0.12959999999994765
