unique_id,AutoARIMA,AutoTheta,AutoETS,CES,MSTL,SeasonalNaive,WindowAverage,SeasWA,Naive,prophet,best_model
232_CPU,1822.6157,1838.3036,1811.8126,1839.5935,2014.4296,2148.6536,1353.8815,2148.6536,1811.8126,1163.4525843964145,prophet
233_CPU,1846.1084,1872.4865,1855.6547,1868.7858,2080.9202,2145.5002,1377.125,2145.5002,1855.67,1186.6741276535615,prophet
234_CPU,1485.2786,1488.3398,1481.7925,1449.8856,1766.3507,2036.2928,1149.6499,2036.2928,1481.4476,1119.0898982940516,prophet
235_CPU,888.1233,849.2505,882.7174,928.40393,918.03174,882.26,882.3282,882.26,882.7271,912.0238282472927,AutoTheta
236_CPU,7.7936945,7.7936907,7.7937446,100.79088,7.7553964,8.217195,7.829598,8.217195,7.864256,9.694374172284403,MSTL
237_CPU,318.68796,319.31934,321.71106,512.2158,342.31558,500.7854,325.69025,500.7854,636.2725,313.5063455473234,prophet
238_CPU,7.779196e-05,0.000102744554,7.9052974e-05,0.00010805209,0.000106958505,7.905318e-05,7.905318e-05,7.905318e-05,7.905318e-05,0.0003003408810589294,AutoARIMA
239_CPU,0.092039436,0.028192345,0.022924514,0.04393585,0.027670633,0.03290156,0.029540129,0.03290156,0.035822216,0.12733959380981724,AutoETS
23_CPU,0.1148444,0.11141643,0.12035232,0.5736327,0.12687838,0.115668416,0.099739015,0.115668416,0.12052482,0.14574722830789225,WindowAverage
240_CPU,0.0005633717,0.00056904403,0.0005640246,0.0005836817,0.00057069265,0.0005633719,0.0005633719,0.0005633719,0.0005633719,0.0006694685171753224,AutoARIMA
241_CPU,0.39597934,0.38812184,0.40067005,3.2387204,0.408475,0.62014264,0.49159187,0.62014264,0.39996204,0.4913938991358054,AutoTheta
242_CPU,413.87756,150.50668,293.82483,137.62338,126.18683,125.890144,160.15833,125.890144,312.75827,199.43352957021105,SeasonalNaive
243_CPU,4.7304735,4.130446,4.808512,2.0063665,4.5029993,4.784578,4.7837834,4.784578,4.770695,10.555427273325064,CES
244_CPU,0.049959093,0.045436643,0.045830768,0.18246154,0.0473115,0.06747582,0.062725335,0.06747582,0.037073553,0.06201754126026948,Naive
245_CPU,0.957531,0.91757137,0.93349266,3.1845038,0.90731084,0.9953611,0.91646534,0.9953611,0.95641255,1.301868783398626,MSTL
246_CPU,4.4448147,1.5244327,1.3744533,2.343393,1.3200201,1.3829672,1.382409,1.3829672,1.3833001,2.146893127414994,MSTL
247_CPU,11.16889,0.62744474,0.7069256,3.4139419,0.6732208,0.6797472,0.6509324,0.6797472,0.64046633,1.0512133434076403,AutoTheta
248_CPU,1.6605377,1.5298374,1.279068,2.414128,1.206272,1.2208023,1.1953547,1.2208023,1.7727487,7.754759940563384,WindowAverage
249_CPU,0.00045556133,0.00043562058,0.0004590897,0.001135649,0.00046164874,0.00039868685,0.0004460488,0.00039868685,0.00056375295,0.006984178282819456,SeasonalNaive
24_CPU,12.475941,12.522269,12.475844,93.153786,14.440142,24.531822,21.23089,24.531822,12.475941,17.142003176905412,AutoETS
250_CPU,0.010497595,0.010372508,0.017913291,0.1553896,0.018116249,0.012756896,0.010333331,0.012756896,0.010497595,0.1779736761821008,WindowAverage
251_CPU,1.4628376,0.5559005,0.45278868,0.41257888,0.57828474,2.6810663,0.50543445,2.6810663,0.39212802,0.40384519580184575,Naive
252_CPU,16.326412,13.41559,13.721298,18.056347,23.7458,61.635788,13.819147,61.635788,14.158858,11.235721990101556,prophet
253_CPU,47.456158,81.69389,81.698235,66.49406,81.70268,81.517525,81.513664,81.517525,81.69829,100.27729465142691,AutoARIMA
254_CPU,1.4248034,2.218027,1.2711488,1.8008424,1.2708844,1.4292448,1.426659,1.4292448,1.2711905,1.2756858090129657,MSTL
255_CPU,4.929435,1.0399693,1.1535604,4.117829,1.1768054,1.1593862,1.1626999,1.1593862,1.153562,1.650644862430158,AutoTheta
256_CPU,5.768976,6.953404,5.7728715,11.84669,5.7412424,5.7083654,5.7215233,5.7083654,5.792115,5.031718032082019,prophet
257_CPU,0.025994554,0.028031731,0.02574069,0.13994369,0.024162797,0.023829907,0.02466591,0.023829907,0.025553795,0.03684566977077998,SeasonalNaive
258_CPU,0.20243761,0.20515962,0.20514677,0.31060725,0.2141832,0.23440792,0.20185609,0.23440792,0.25532773,0.2071834308984304,WindowAverage
259_CPU,0.037224486,0.03734302,0.037270263,0.42084143,0.03682013,0.036619615,0.037189256,0.036619615,0.037271086,0.20749932757199094,SeasonalNaive
25_CPU,19.785742,28.716248,19.846935,111.919,25.702625,20.741087,20.443352,20.741087,19.846502,29.99705797078967,AutoARIMA
260_CPU,0.035673354,0.036501218,0.035784755,0.4125169,0.03350968,0.035113458,0.03565106,0.035113458,0.035784476,0.051324620523881294,MSTL
261_CPU,0.14254051,0.14235269,0.14237274,0.9506358,0.14219624,0.14251077,0.14219195,0.14251077,0.14237022,0.31741589235620776,WindowAverage
262_CPU,0.039369334,0.049949516,0.03918443,0.3478162,0.033931866,0.038175564,0.0389015,0.038175564,0.037672605,0.039605527858031064,MSTL
263_CPU,0.08491381,0.082681574,0.08831818,0.11129006,0.09247859,0.0801923,0.08309579,0.0801923,0.091660045,0.6054590116949211,SeasonalNaive
264_CPU,0.659929,0.70337456,0.6602508,4.779345,0.65020716,0.6508622,0.6582253,0.6508622,0.6607338,0.723051202605772,MSTL
265_CPU,0.25012106,0.53453654,0.25012106,0.25196868,0.24512707,0.25012106,0.25012106,0.25012106,0.25012106,11.150298495167737,MSTL
266_CPU,986.92834,7099.1377,7144.9263,516.6004,6312.4424,1143.1321,348.2993,1143.1321,7144.9272,1830.4026997084884,WindowAverage
267_CPU,626.55664,6679.8164,6560.4834,115.09885,7000.3384,907.9014,156.22673,907.9014,7751.9253,1186.4840141094714,CES
268_CPU,48.780422,39.515835,40.253975,33.6507,38.001137,103.46439,85.44197,103.46439,21.733057,76.73325197665093,Naive
269_CPU,296.97186,319.69473,307.36868,356.73737,302.03973,299.00858,298.24768,299.00858,309.0075,279.9973566047645,prophet
26_CPU,26.733452,21.764534,76.92225,76.15099,34.24935,80.52468,21.87527,80.52468,31.157925,17.1750451015415,prophet
270_CPU,461.40552,281.26697,416.29636,2365.255,461.845,513.0309,456.50235,513.0309,410.09702,862.7436722378216,AutoTheta
271_CPU,0.1777447,0.20760918,0.17358033,0.5677582,0.19139881,0.18430239,0.18782473,0.18430239,0.17082514,0.16676171487605645,prophet
272_CPU,24.453735,25.311628,24.462114,8.48338,24.52826,24.384024,24.38357,24.384024,24.504496,25.46893887239103,CES
